Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 8,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 9,8.8
Target G3,Average (Scen2 & Scen3),Input costs percent increase,Individual farmer costs,Year 10,8.8
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 1,12.1
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 2,12.9
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 3,14.6
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 4,14.9
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 5,14.6
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 6,14.6
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 7,15.2
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 8,14.6
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 9,14.6
Target G3,Average (Scen2 & Scen3),total individual costs to farmer percent increase,Individual farmer costs,Year 10,14.6
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 1,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 2,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 3,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 4,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 5,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 6,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 7,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 8,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 9,6900.56
Target G3,BAU,Gross value of annual crops of USD,Individual farmer costs,Year 10,6900.56
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target G3,BAU,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,BAU,0
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 1,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 2,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 3,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 4,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 5,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 6,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 7,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 8,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 9,1.41
Target G3,BAU,Gross value of tree species USD,Individual farmer costs,Year 10,1.41
Target G3,BAU,Total gross value,Individual farmer costs,BAU,0
Target G3,BAU,Total gross value,Individual farmer costs,Year 1,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 2,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 3,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 4,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 5,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 6,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 7,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 8,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 9,6901.97
Target G3,BAU,Total gross value,Individual farmer costs,Year 10,6901.97
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 2,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 3,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 4,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 5,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 6,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 7,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 8,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 9,6900.56
Target G3,Scenario 2,Gross value of annual crops of USD,Individual farmer costs,Year 10,6900.56
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target G3,Scenario 2,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,BAU,0
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 1,0
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 2,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 3,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 4,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 5,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 6,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 7,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 8,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 9,347.88
Target G3,Scenario 2,Gross value of tree species USD,Individual farmer costs,Year 10,408
Target G3,Scenario 2,Total gross value,Individual farmer costs,BAU,0
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 2,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 3,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 4,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 5,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 6,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 7,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 8,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 9,7248.44
Target G3,Scenario 2,Total gross value,Individual farmer costs,Year 10,7308.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,BAU,0
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 2,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 3,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 4,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 5,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 6,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 7,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 8,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 9,6900.56
Target G3,Scenario 3,Gross value of annual crops of USD,Individual farmer costs,Year 10,6900.56
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,BAU,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 1,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 2,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 3,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 4,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 5,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 6,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 7,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 8,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 9,0
Target G3,Scenario 3,Gross value of perrenial crops of USD,Individual farmer costs,Year 10,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,BAU,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 1,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 2,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 3,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 4,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 5,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 6,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 7,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 8,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 9,0
Target G3,Scenario 3,Gross value of tree species (USD),Individual farmer costs,Year 10,0
Target G3,Scenario 3,Total gross value,Individual farmer costs,BAU,0
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 1,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 2,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 3,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 4,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 5,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 6,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 7,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 8,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 9,6900.56
Target G3,Scenario 3,Total gross value,Individual farmer costs,Year 10,6900.56
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,3598.66
Target G3,BAU,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,3598.66
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,3598.66
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,3295.48
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,3017.84
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,2763.59
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,2530.76
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,2317.55
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,2122.29
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,1943.49
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,1779.76
Target G3,BAU,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,1629.81
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,2.23
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,2.05
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,1.87
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,1.72
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,1.57
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,1.44
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,1.32
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,1.21
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,1.11
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,1.01
Target G3,BAU,Benefit cost ratio,Individual farmer costs,BAU,0
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 1,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 2,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 3,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 4,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 5,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 6,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 7,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 8,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 9,2.09
Target G3,BAU,Benefit cost ratio,Individual farmer costs,Year 10,2.09
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,3283.02
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,3572.92
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,3543.93
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,3526.9
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,3543.93
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,3543.93
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,3507.45
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,3543.93
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,3543.93
Target G3,Scenario 2,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,3604.05
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,3283.02
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,3271.9
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,2971.94
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,2708.48
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,2492.26
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,2282.29
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,2068.5
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,1913.93
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,1752.68
Target G3,Scenario 2,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,1632.25
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,2.04
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,2.03
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,1.85
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,1.68
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,1.55
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,1.42
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,1.28
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,1.19
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,1.09
Target G3,Scenario 2,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,1.01
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,BAU,0
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 1,1.91
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 2,1.97
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 3,1.96
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 4,1.95
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 5,1.96
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 6,1.96
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 7,1.94
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 8,1.96
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 9,1.96
Target G3,Scenario 2,Benefit cost ratio,Individual farmer costs,Year 10,1.97
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 1,3114.51
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 2,3114.51
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 3,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 4,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 5,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 6,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 7,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 8,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 9,3033.98
Target G3,Scenario 3,Net values to farmers in USD/Ha,Individual farmer costs,Year 10,3033.98
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 1,3114.51
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 2,2852.12
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 3,2544.3
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 4,2329.94
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 5,2133.65
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 6,1953.89
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 7,1789.28
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 8,1638.53
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 9,1500.49
Target G3,Scenario 3,Net Present Values (NPV) to farmers in USD/Ha,Individual farmer costs,Year 10,1374.07
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,BAU,0
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 1,1.93
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 2,1.77
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 3,1.58
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 4,1.45
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 5,1.32
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 6,1.21
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 7,1.11
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 8,1.02
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 9,0.93
Target G3,Scenario 3,Net Present Values (NPV) in USD/person/day/Ha,Individual farmer costs,Year 10,0.85
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,BAU,0
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 1,1.82
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 2,1.82
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 3,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 4,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 5,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 6,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 7,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 8,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 9,1.78
Target G3,Scenario 3,Benefit cost ratio,Individual farmer costs,Year 10,1.78
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 1,1058.82
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 2,969.61
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 3,887.92
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 4,813.12
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 5,744.61
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 6,681.88
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 7,624.43
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 8,571.82
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 9,523.65
Target G3,BAU,Net Present Costs (NPC) to farmers in USD/Ha,Individual farmer costs,Year 10,479.53
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,BAU,0
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 1,6901.97
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 2,6320.48
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 3,5787.99
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 4,5300.36
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 5,4853.81
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 6,4444.88
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 7,4070.4
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 8,3727.47
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 9,3413.44
Target G3,BAU,Net Present Gross Values (NPGV) to farmers in USD/Ha,Individual farmer costs,Year 10,3125.86
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,BAU,0
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 1,5843.15
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 2,5350.87
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 3,4900.06
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 4,4487.24
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 5,4109.19
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 6,3763
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 7,3445.97
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 8,3155.65
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 9,2889.79
Target G3,BAU,Net Present Values (NPV) in USD/person/day/Ha _ 1,Individual farmer costs,Year 10,2646.33
Target G3,BAU,Benefit-Cost-Ratio (BCR),Individual farmer costs,BAU,0
