Targets,Scenarios,Type of investment,Investment category,Year,Amount
Target 1,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 20,229.73
Target 1,Scenario 2,Incremental total individual costs to farmer,Individual farmer costs,Year 30,229.73
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,BAU,0
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 1,337.84
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 2,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 3,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 4,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 5,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 6,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 7,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 8,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 9,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 10,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 20,121.62
Target 1,Scenario 3,Incremental labor costs,Individual farmer costs,Year 30,121.62
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,BAU,0
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 1,200
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 2,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 3,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 4,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 5,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 6,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 7,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 8,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 9,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 10,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 20,108.11
Target 1,Scenario 3,Incremental input costs,Individual farmer costs,Year 30,108.11
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 1,537.84
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 2,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 3,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 4,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 5,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 6,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 7,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 8,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 9,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 10,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 20,229.73
Target 1,Scenario 3,Incremental total individual costs to farmer,Individual farmer costs,Year 30,229.73
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,BAU,0
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 1,337.84
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 2,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 3,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 4,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 5,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 6,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 7,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 8,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 9,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 10,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 20,121.62
Target 1,Average (Scen2 & Scen3),Incremental labor costs,Individual farmer costs,Year 30,121.62
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,BAU,0
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 1,226.76
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 2,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 3,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 4,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 5,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 6,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 7,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 8,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 9,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 10,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 20,108.11
Target 1,Average (Scen2 & Scen3),Incremental input costs,Individual farmer costs,Year 30,108.11
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,BAU,0
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 1,564.59
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 2,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 3,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 4,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 5,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 6,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 7,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 8,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 9,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 10,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 20,229.73
Target 1,Average (Scen2 & Scen3),Incremental total individual costs to farmer,Individual farmer costs,Year 30,229.73
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 1,118
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 2,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 3,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 4,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 5,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 6,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 7,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 8,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 9,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 10,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 20,42.5
Target 1,Scenario 2,Labor costs percent increase,Individual farmer costs,Year 30,42.5
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 1,47.2
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 2,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 3,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 4,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 5,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 6,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 7,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 8,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 9,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 10,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 20,20.1
Target 1,Scenario 2,Input costs percent increase,Individual farmer costs,Year 30,20.1
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,71.8
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 20,27.9
Target 1,Scenario 2,Total individual costs to farmer percent increase,Individual farmer costs,Year 30,27.9
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 1,118
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 2,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 3,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 4,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 5,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 6,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 7,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 8,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 9,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 10,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 20,42.5
Target 1,Scenario 3,Labor costs percent increase,Individual farmer costs,Year 30,42.5
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 1,37.2
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 2,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 3,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 4,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 5,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 6,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 7,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 8,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 9,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 10,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 20,20.1
Target 1,Scenario 3,Input costs percent increase,Individual farmer costs,Year 30,20.1
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,BAU,0
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 1,65.3
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 2,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 3,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 4,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 5,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 6,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 7,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 8,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 9,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 10,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 20,27.9
Target 1,Scenario 3,Total individual costs to farmer percent increase,Individual farmer costs,Year 30,27.9
Target 1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,BAU,0
Target 1,Average (Scen2 & Scen3),Labor costs percent increase,Individual farmer costs,Year 1,118
